char,hex,count,id,snippet
供,U+4F9B,2,ev_gho_bs25#1,会高兴地提供数据的吧？
供,U+4F9B,2,ev_ear_bs06#1,会高兴地提供数据的吧？
侬,U+4FAC,2,ev_end_pre19#2,排和极上西冷，再来唐培里侬呀
侬,U+4FAC,2,ev_march9#2,和燕窝，还有鱼翅和唐培里侬呀
促,U+4FC3,2,eg_ms_drgf_ms21#1,兴奋被促进，攻击上升了。。
促,U+4FC3,2,eg_ms_drgf_ms22#1,兴奋被促进，攻击上升了。。
俏,U+4FCF,2,eg_du_rapp_ms12#0,说唱歌手：对无聊的俏皮话
俏,U+4FCF,2,eg_du_rapp_ms121#0,说唱歌手：对无聊的俏皮话
俗,U+4FD7,2,ev_february35#2,听说有这种习俗哪！
俗,U+4FD7,2,ev_march38#2,听说有这种习俗哪！
偿,U+507F,2,general_21_w,斗下去吧，直到如今眼睛能偿还的那待！
偿,U+507F,2,ev_c_call24#0,惠比寿：谢谢。宿愿得偿，半熟里
催,U+50AC,2,d_egg_ev02_06#1,那种意志，才会再催生出坚强的意志！
催,U+50AC,2,d_egg_ev04_06#0,粉红艾格曼：那份爱会催生新的生命
兆,U+5146,2,eg_pw_roll_at2,兆吨压制
兆,U+5146,2,d_dung_0705#1,前兆吗！
共,U+5171,2,f_sun_25#2,您令指挥的全员，共2队的说！
共,U+5171,2,eg_cl_judo_w,柔道家：拳头是万国共通的
冈,U+5188,2,eg_le_oden_at2,冈尼尔
冈,U+5188,2,eg_bo_atom_vo35,沃尔夫冈豹二世再见。
冠,U+51A0,2,eg_cv_megg_ms1,械艾格曼：机械艾格曼把鸡冠飞出去了。
冠,U+51A0,2,eg_du_dady_l,爹地：把这个情给你冠军腰带。
凳,U+51F3,2,ev_solo_disappear23#1,究竟还要当多久板凳，
凳,U+51F3,2,ev_solo_disappear23a#1,究竟还要当多久板凳，
削,U+524A,2,menu_dic_eg_le_ares#1,苹果备一根削、逃上的假发削都配上，
劣,U+52A3,2,ev_tue_st86,卡特莉·伊奈：多么卑劣的家伙啊。
劣,U+52A3,2,f_tue_20,弗莱迪：多么恶劣的组织啊！
匹,U+5339,2,menu_dic_29#0,参加动机：一匹狼什么的
匹,U+5339,2,menu_dic_eg_cl_otam#1,才能看见、宇宙人族的一匹蝌蚪！
厕,U+5395,2,ev_thu_st35,厕所里花子小姐。。。
厕,U+5395,2,eg_cv_bari_vo1#0,巴里佐贡：小学时，在厕所和班上孩子比谁尿得远的
吽,U+543D,2,eg_we_kinu_at3,阿吽！
吽,U+543D,2,eg_we_kinu_r2#1,新招·阿吽！记住了。。
咙,U+5499,2,eg_cl_otya_ms33,饭：大叔泡饭把汤汁卡在喉咙里，能力下降。
咙,U+5499,2,eg_we_momo_l,斯：莫莫里斯把这次卡在喉咙里了！
咧,U+54A7,2,eg_ev_151_w,停恩：停恩看起来在咧着上笑！
咧,U+54A7,2,eg_ev_gera_d,盖拉斯：盖拉斯咧出不怀的上。
哝,U+54DD,2,okunote_coming_tk#1,（咕哝咕哝）的说！
喀,U+5580,2,eg_pw_moon_vo31#0,月光肌肉：月光肌肉嗯姆喀啊啊啊。。
喀,U+5580,2,eg_pw_full_vo31#0,全肌肉：嗯姆喀啊啊啊。。
喏,U+558F,2,eg_le_oden_vo2,奥炖：喏，喏！舒服吧？
嘀,U+5600,2,menu_dic_eg_ev_deat#2,为了不忘，定期嘀咕着「尼埃本诺」！
嘀,U+5600,2,ev_fri_st22#0,马蒂斯：可是，在这儿嘀咕
嘘,U+5618,2,ev_tue_st80y,雅：嘘。
嘘,U+5618,2,ev_thu_cl55#0,塞巴斯蒂安：（嘘。
噼,U+567C,2,eg_ms_drgt_vo31,龙？不：不许舔——。噼。啪。噼。
嚣,U+56A3,2,ev_fri_cl65,马蒂斯：真嚣张啊，你。
嚣,U+56A3,2,general_04_w,好嚣张的终将小家伙！
囱,U+56F1,2,eg_cv_yata_ms1,屋台达：从屋台达的烟囱里，中逃的殿】被引出来了
囱,U+56F1,2,eg_cv_yata_vo1,屋台达：屋台达。烟囱加农。
址,U+5740,2,eg_bo_boil_at3_kata_14#1,这份地址也打算给一真吗。
址,U+5740,2,eg_bo_boil_at3_kata_8#1,绘美居然把地址教出去！
均,U+5747,2,ev_mon_cl15#2,胸围可比日本平均深多了。
均,U+5747,2,eg_bo_emtp_vo13#1,人类的平均值！
坛,U+575B,2,dg_tutorial04_2#0,丹·琼斯：这就是「坛子」！
坛,U+575B,2,dg_tutorial_always05#0,被俘者：从坛子和宝箱，或者和对方战斗
垂,U+5782,2,eg_ev_cand_d,蜡滴：蜡软塌塌地垂下来。
垂,U+5782,2,eg_bo_natu_vo1_2#0,夏子：这把次元刃，下垂的胸部也能
堆,U+5806,2,ev_october2#1,就把秋味食材超买了一堆呀
堆,U+5806,2,eg_bo_fuyu_w_y#1,俺家够不着的事，写了一堆4！
堵,U+5835,2,eg_cl_106_ms1#0,创可贴：创可贴把占堵住了！
堵,U+5835,2,eg_cl_106_ms11#0,创可贴：创可贴把占堵住了！
増,U+5897,2,eg_du_hagu_ms31,走散章鱼小孩：整包増过来了。
増,U+5897,2,eg_du_hagu_vo31,走散章鱼小孩：整包増来了波罗！
壶,U+58F6,2,ev_solo_inu14#0,卡特莉·伊努：开水用壶里的就行！
壶,U+58F6,2,ev_mini_mon03#1,鸡肉冰壶。
奸,U+5978,2,general_40_l,奸笑！
奸,U+5978,2,general_40_w,奸笑！
妃,U+5983,2,ev_tue_st43#1,我可是卡特莉惑星第一王妃候补。
妃,U+5983,2,d_egg_ev04_03#2,王妃为那种规矩心痛着！
委,U+59D4,2,menu_monthly_emp_gen#1,向部队委托招募部队！
委,U+59D4,2,ev_gen_no540#4,兼职监督的委托和调试企划
娇,U+5A07,2,eg_du_frns_ms3,索瓦兹：世星号逃长地撒起娇来！
娇,U+5A07,2,general_13_l,散发爱娇好累啊！
娶,U+5A36,2,ev_mon_bs21#0,浪漫女王：无数男人前来求娶
娶,U+5A36,2,ev_mon_st34#2,想用武力迎娶，大家都这么想。
婴,U+5A74,2,menu_dic_eg_du_belz#0,要变成部下大星恶魔的真感婴儿！
婴,U+5A74,2,menu_dic_eg_ms_fbby#1,靠着叫，一边对自己比别的婴儿
婿,U+5A7F,2,ev_gho_int_b14#1,本4的女婿、四次元之子
婿,U+5A7F,2,ev_gho_int_b27#0,四次元人：愚蠢女婿之子的了结
嫩,U+5AE9,2,eg_pk_meds_w,美杜莎：嫩呢！硬成这样了繰
嫩,U+5AE9,2,eg_du_sand_l#1,还是太嫩了吗，咕呼。
孤,U+5B64,2,menu_battle_help_mes4,孤注一掷的「杀手锏」攻击！
孤,U+5B64,2,menu_dic_eg_du_hagu#0,从谁那儿走散、孤零零的章鱼小孩！
宗,U+5B97,2,eg_le_excv_at2,正宗一下
宗,U+5B97,2,eg_le_excv_vo2,石中剑：正——————宗——。。
官,U+5B98,2,eg_we_moza_at2,指挥官装
官,U+5B98,2,eg_we_moza_vo21#1,指挥官装。
宴,U+5BB4,2,ev_solo_uematsu15#19,庆功宴
宴,U+5BB4,2,ev_solo_uematsu15a#19,庆功宴
宵,U+5BB5,2,ev_solo_inu43#1,通宵了，穷得超惨啊！
宵,U+5BB5,2,eg_bo_yonda04_04,通宵两人打游戏 回过神已在你
宽,U+5BBD,2,d_dung_0399#0,若您有宽广的心
宽,U+5BBD,2,d_wed_0008#2,那份罪也会被宽恕吧！
富,U+5BCC,2,menu_dic_42#3,擅长：智力很丰富！
富,U+5BCC,2,menu_dic_eg_du_sand#2,兴趣是当场，所以变化很丰富！
寐,U+5BD0,2,ev_solo_caution14#8,假寐的伊奈
寐,U+5BD0,2,d_dung_0762#3,这场战斗，正是我梦寐以求的
寸,U+5BF8,2,menu_dic_eg_ev_rabi#2,的役连上，也有「知道点分寸」的敌！
寸,U+5BF8,2,d_dung_0113#1,开玩笑也要有分寸的啦！
屈,U+5C48,2,ev_tue_st78#1,屈指可数的发明家！
屈,U+5C48,2,ev_gho_int_c41#1,无论对手是什么都不能屈服。
帘,U+5E18,2,menu_dic_65#0,参加动机：招聘映入眼帘
帘,U+5E18,2,eg_ev_dvwm_ms3,恶魔女：呜哦哦哦想看帘子里面。。
帜,U+5E1C,2,f_sun_17_2#1,在这处据点立起旗帜
帜,U+5E1C,2,f_sun_17_6#0,塞巴斯蒂安：旗帜一立，红线就从阿尔玛之月
建,U+5EFA,2,menu_dic_163#6,兴趣特技：要建设星球的话
建,U+5EFA,2,menu_dic_eg_du_sand#0,对建起来的东西不太感兴趣的沙
循,U+5FAA,2,menu_mission_thu01a#0,用蛇的循环
循,U+5FAA,2,menu_mission_thu03a#0,用蛇的循环
怅,U+6005,2,eg_we_srma_ms1,一股惆怅袭向了流浪曼波。。
怅,U+6005,2,eg_we_srma_ms11,一股惆怅袭向了流浪曼波。。
恳,U+6073,2,ev_sun_st26#2,恳请您了的说。
恳,U+6073,2,ev_wed_bs_sebath#0,塞巴斯蒂安：如此恳切地等候我们
悉,U+6089,2,ev_c_call37#0,塞巴斯蒂安：以及，熟悉的我们的英雄。
悉,U+6089,2,d_dung_0006#0,悉尼：加入同伴！
悩,U+60A9,2,menu_dic_eg_pk_amaz#0,把那悩的容貌变成以前的临繰、连
悩,U+60A9,2,eg_le_koro_at2,出悩
惆,U+60C6,2,eg_we_srma_ms1,一股惆怅袭向了流浪曼波。。
惆,U+60C6,2,eg_we_srma_ms11,一股惆怅袭向了流浪曼波。。
愁,U+6101,2,d_dung_0093#1,在发愁的啦？
愁,U+6101,2,d_dung_0478#1,没法往前，正发愁！
愣,U+6123,2,eg_du_teng_ms2#1,愣住了！
愣,U+6123,2,eg_du_teng_ms21#1,愣住了！
慈,U+6148,2,ev_solo_disappear28#2,请发发慈悲。。
慈,U+6148,2,ev_solo_disappear28a#2,请发发慈悲。。
慕,U+6155,2,menu_dic_eg_ms_hang#2,却休姿羡慕他赚得好！
慕,U+6155,2,ev_sun_st23#2,仰慕的人也没关系！
慰,U+6170,2,d_dung_0515#1,是这么自我安慰的！
慰,U+6170,2,d_dung_0605#1,不安慰也行！
执,U+6267,2,ev_ending61,马蒂斯：接下来再更像点执事就好了。
执,U+6267,2,d_dung_0328#0,尔玛之月将军：为什么这么执着地搭话！
折,U+6298,2,ev_ear_st37#0,弗莱迪：唉，再折腾也没用！
折,U+6298,2,eg_ms_unic_l,角兽：连要冲出去的勇气都折了！
抜,U+629C,2,eg_du_kero_d,克罗贝罗斯：美容抜卷好的来弹地拉长了。
抜,U+629C,2,eg_du_slow_ms2#0,从投解收到的／的敌降力是抜造。
抠,U+62A0,2,okunote_hero_tk#0,抠抠
抬,U+62AC,2,menu_dic_205#7,抬头看天就好！
抬,U+62AC,2,eg_bo_haru_ms31#0,情绪一下子拉满，气势猛地抬起来了。。
拐,U+62D0,2,eg_we_ciwa_ms1#1,拐弯太急，撞上去了。
拐,U+62D0,2,eg_we_ciwa_ms11#1,拐弯太急，撞上去了。
拣,U+62E3,2,eg_ms_popi_at3,赤分拣
拣,U+62E3,2,eg_ms_popi_r2#1,新招·赤分拣记住了。。
挚,U+631A,2,menu_dic_56#1,挚友！
挚,U+631A,2,d_dung_0050,凯恩：在等挚友！
挣,U+6323,2,eg_du_hega_ms22,赫加斯三姐妹：挣扎着享受了。
挣,U+6323,2,eg_du_hega_ms221,赫加斯三姐妹：挣扎着享受了。
掀,U+6380,2,menu_dic_eg_du_taim#0,泰坦若是掀起地震的地之神，
掀,U+6380,2,eg_cv_pwra_vo21#1,就用这家伙把世界掀翻——。。
掐,U+6390,2,eg_ev_smok_ms1#1,当被掐了也不知道。
掐,U+6390,2,eg_ev_smok_ms11#1,当被掐了也不知道。
掘,U+6398,2,menu_dic_eg_pw_mggm#2,开分掘藏的魅力反不低，魔坏很硬
掘,U+6398,2,eg_du_mggm_w#0,鼹鼠降：开食只要有这掘藏在。
描,U+63CF,2,d_trump_full3#0,本想入手英雄素描本
描,U+63CF,2,dg_common_tekken95#1,勇：入手了素描本！
揺,U+63FA,2,menu_dic_eg_we_brav#1,儿和青梅竹马的心（9岁）揺喜，终于落入食！
揺,U+63FA,2,menu_dic_eg_we_same#2,其实，是拥有周负一撤揺捕怖地收之客的、初当使！
搬,U+642C,2,menu_dic_eg_du_tcry#0,蛋世界第一的、蛋、搬运事！
搬,U+642C,2,menu_dic_eg_du_tcry#1,搬运事的难所是，少负着也像
摊,U+644A,2,menu_trump122#1,摊在沙发上
摊,U+644A,2,eg_we_moza_vo31#0,人：造到这份上，就把一切摊开来！
攒,U+6512,2,ev_sun_st31#1,为了攒力量，拿着对3D的片酬
攒,U+6512,2,dg_tutorial_always08#1,还不能说已经攒够了
敏,U+654F,2,f_wed_20#1,还挺敏锐的嘛！
敏,U+654F,2,eg_du_frkn_debug#5,美敏语音
旧,U+65E7,2,ev_january11#1,旧年那些这样那样也忘掉
旧,U+65E7,2,dg_common_tekken43,勇：够旧的！
晒,U+6652,2,eg_bo_yonda02_07,呐 晒伤是烫伤吗？ 这颗心也起
晒,U+6652,2,eg_bo_yonda02_08,呐 晒伤是烫伤吗？ 这颗心也起
暖,U+6696,2,boss_huyu_actmenu#2,暖风机
暖,U+6696,2,eg_bo_fuyu_at3,暖风机
朵,U+6735,2,menu_trump136#2,把耳朵借给他呢？
朵,U+6735,2,ev_fri_cl18#2,从耳朵冒烟俺可不管。
朽,U+673D,2,menu_dic_eg_cl_siro#2,相当老朽了，可还在现役！
朽,U+673D,2,eg_cv_pwra_l#1,去叹无力、朽掉吧。
杉,U+6749,2,eg_du_frkn_debug#7,上杉语音
杉,U+6749,2,ev_gen_no501,杉蒙德：什么。？
枫,U+67AB,2,gameover_h07#1,○负备O终的第一组枫叶卸
枫,U+67AB,2,gameover_h12#0,我殿：直到拿到传说的枫叶卸（所开优）
柿,U+67FF,2,ev_october3#0,卡特莉·伊奈：松茸和柿子和松茸和栗子和
柿,U+67FF,2,eg_bo_yonda03_03,松茸柿子栗子饭 肥油秋刀鱼配萝
株,U+682A,2,eg_ms_mand_at3,分株
株,U+682A,2,eg_ms_mand_r2#1,新招·分株记住了。。
栽,U+683D,2,ev_gho_cl_a28#1,怎么可能栽在那种莫名其妙的家伙
栽,U+683D,2,ev_solo_ken20#0,这下栽了。那么，怎么样？
框,U+6846,2,menu_dic_eg_cl_piku#1,从画框里蹦出来了！
框,U+6846,2,ev_solo_ken37#1,就当特别框！
桥,U+6865,2,menu_dic_34#0,参加动机：想在立交桥上
桥,U+6865,2,d_dung_1004#35,助手：成为通向和平世界的桥梁！
梭,U+68AD,2,menu_dic_306#6,兴趣特技：梭子鱼部队
梭,U+68AD,2,ev_october3#2,松茸和鲑鱼和松茸和梭鱼都买来了呀
棋,U+68CB,2,menu_dic_103#6,兴趣特技：因为下围棋
棋,U+68CB,2,ev_gen_no507,抹茶海苔：经常停在飞行棋那种回到起点的格子！
椒,U+6912,2,menu_dic_300#6,兴趣特技：鞋子里放辣椒
椒,U+6912,2,test_movie_player#43,持是和哈瓦那辣椒
椙,U+6919,2,ev_solo_uematsu4#0,植松伸夫：那是椙山浩一作曲哦！
椙,U+6919,2,ev_solo_uematsu4#1,半熟的第2作，也是椙山作曲
槟,U+69DF,2,test_gameover22#2,大鲔和鲑鱼籽和大鲔和香槟呀
槟,U+69DF,2,ev_sun_st32#2,大腹和鲑鱼籽和大腹和香槟
欠,U+6B20,2,sysmes_sound_list#27,哈欠
欠,U+6B20,2,d_tue_0001#0,卡姆拉纳特：必须把欠下的债还清！
汹,U+6C79,2,d_dung_0142#0,华人：哎呀——！来势汹汹的珠部隐喻呢！
汽,U+6C7D,2,eg_pk_skyp_at1,凝固汽油弹】
汽,U+6C7D,2,eg_pk_skyp_ms1,天空公主：天空公主把凝固汽油弹如字一般改了出去。
沾,U+6CBE,2,eg_le_szak_d,苏扎克：巨大的身体上沾了伤。
沾,U+6CBE,2,eg_bo_fuyu_vo3_1#1,啧啧，俺家连缘分都没沾上4！
泣,U+6CE3,2,eg_pk_mini_d,最小人：最小人靠着在抽泣！
泣,U+6CE3,2,eg_ms_mand_l,曼德拉草：抽泣！
泥,U+6CE5,2,ev_february4#1,姜泥再加鲣鱼拍打
泥,U+6CE5,2,eg_bo_yonda03_03,栗子饭 肥油秋刀鱼配萝卜泥
洪,U+6D2A,2,ev_wed_cl14#1,引发地壳变动，被洪水军势袭击之时哪！
洪,U+6D2A,2,ev_wed_cl15#1,指出了从洪水中逃脱之地！
涮,U+6DAE,2,eg_du_ifrt_at1,消怪涮
涮,U+6DAE,2,eg_du_ifrt_vo1,伊夫里顿：猪涮。
涵,U+6DB5,2,ev_gen_no539#4,工作中没喝所以请多包涵！
涵,U+6DB5,2,ev_gen_no539#10,像发牢骚，没醉所以请多包涵！
淌,U+6DCC,2,eg_cl_eggm_ms1,艾格曼：把当状淌下来了！
淌,U+6DCC,2,eg_cl_eggm_ms11,艾格曼：把当状淌下来了！
淤,U+6DE4,2,mon_f05,坏光的淤滞
淤,U+6DE4,2,dg_telop_mon,——坏光的淤滞——
渗,U+6E17,2,eg_ms_omed_vo1,恭喜鸟：橘子汁渗进眼睛了
渗,U+6E17,2,ev_spring56,啊啊机油渗进各零件呀
澄,U+6F84,2,ev_wed_st03#0,弗莱迪：大气澄得过头了啊！
澄,U+6F84,2,d_wed_0024#1,让心变得澄明
炉,U+7089,2,eg_du_rapp_vo33#1,惑新进败以备终微波炉所以
炉,U+7089,2,eg_bo_boil_at3_kata_10,啊，差不多该把蛋放进微波炉了！
熔,U+7194,2,gameover_all13#1,给我熔毁掉。
熔,U+7194,2,gameover_all24a#2,开始了熔毁！
牢,U+7262,2,ev_gen_no539#10,噢呀噢呀：这话像发牢骚，没醉所以请多包涵！
牢,U+7262,2,d_wed_0019#1,是妖精逃生用的水中牢笼，也！
牵,U+7275,2,menu_mission_fri06#1,牵着走，
牵,U+7275,2,eg_bo_yonda03_04,恋人们手牵着手 在原宿一带约会
狭,U+72ED,2,eg_du_taim_vo3,泰曼：世上狭小哦。居然有这么强的家伙
狭,U+72ED,2,ev_march11#1,的狭小船舱里两人依偎！
狮,U+72EE,2,eg_pw_kimr_vo1#1,山羊狮子蛇
狮,U+72EE,2,dg_common_tekken78#0,勇：像马戏团的狮子那样
猎,U+730E,2,menu_dic_201#7,猎帅哥。
猎,U+730E,2,d_dung_0002#1,就叫寻宝猎人！
玫,U+73AB,2,ev_fri_cl28#0,卡特莉·伊奈：危险的玫瑰是有刺的！
玫,U+73AB,2,ev_solo_uematsu17#1,玫瑰绽放的大地在歌唱
珀,U+73C0,2,d_dung_0040#0,珀尔修斯：哎呀
珀,U+73C0,2,d_dung_0040#3,珀尔修斯：当同伴门儿都没有
瑰,U+7470,2,ev_fri_cl28#0,卡特莉·伊奈：危险的玫瑰是有刺的！
瑰,U+7470,2,ev_solo_uematsu17#1,玫瑰绽放的大地在歌唱
疙,U+7599,2,eg_pw_isgn_ms3#0,葵杰克：的心真正起了鸡皮疙瘩。
疙,U+7599,2,eg_pw_isgn_ms31#0,葵杰克：的心真正起了鸡皮疙瘩。
瘦,U+7626,2,menu_dic_208#6,兴趣特技：瘦下来
瘦,U+7626,2,menu_dic_311#1,会瘦吧！
瘩,U+7629,2,eg_pw_isgn_ms3#0,杰克：的心真正起了鸡皮疙瘩。
瘩,U+7629,2,eg_pw_isgn_ms31#0,杰克：的心真正起了鸡皮疙瘩。
瘴,U+7634,2,thu_f02,瘴之优先1
瘴,U+7634,2,thu_f04,瘴之优先2
皇,U+7687,2,ev_sun_st41e#1,不，该叫阿尔玛之月皇后了吗？
皇,U+7687,2,ev_tue_int03#1,粉底变成皇家奶茶色了哦？
盐,U+76D0,2,ev_end_pre19#0,奈：先来特上牛小排和上舌盐，还有
盐,U+76D0,2,ev_solo_inu24,卡特莉·伊努：盐是！
监,U+76D1,2,ev_gen_no540#4,兼职监督的委托和调试企划
监,U+76D1,2,d_wed_0007#1,我们在监视！
盼,U+76FC,2,eg_we_teru_ms11#0,晴天体马：盼着远足的真昼酱
盼,U+76FC,2,ev_c_call69#2,盼望着。那么，到那天为止。
瞒,U+7792,2,d_dung_0191_3#1,可瞒不过老夫的蛋怪可没有！
瞒,U+7792,2,d_wed_0045#1,若瞒着不说，大家都会被带走！
矜,U+77DC,2,menu_dic_eg_du_hega#1,每天出手，秀出择的踊矜持！
矜,U+77DC,2,eg_du_hega_at2,择的踊矜持
硫,U+786B,2,ev_solo_egg17#1,鲭鱼香水和硫磺会场的连和
硫,U+786B,2,ev_spring75#0,败给硫黄气味的偷窥陷阱的一所
碳,U+78B3,2,eg_bo_fuyu_ms31,冬子：被碳气扑上来了。。
碳,U+78B3,2,eg_bo_fuyu_ms31_b,冬子：被碳气扑上来了。。
祈,U+7948,2,eg_ms_eggb_vo3#0,脉之中啾1800的力量，祈求啾。
祈,U+7948,2,ev_solo_uematsu19#2,祈祷，在被赐予的预言之下
票,U+7968,2,menu_dic_188#6,兴趣特技：五位数彩票
票,U+7968,2,menu_dic_eg_cl_otya#2,一年半前开始买的彩票，好像老中不了！
穗,U+7A57,2,d_dung_0563#2,金牌美穗酱不是吗。
穗,U+7A57,2,d_dung_0566,金牌美穗酱和门钥匙交换了！
窍,U+7A8D,2,menu_dic_eg_du_ifrt#2,怪火、去烤，才是料理的诀窍！
窍,U+7A8D,2,dg_tutorial02#12,在迷宫里活下去的窍门！
籽,U+7C7D,2,test_gameover22#2,大鲔和鲑鱼籽和大鲔和香槟呀
籽,U+7C7D,2,ev_sun_st32#2,大腹和鲑鱼籽和大腹和香槟
粒,U+7C92,2,ev_thu_st33,我体内的线粒体。
粒,U+7C92,2,trump_uzura_ms,变得像豆粒一样小！
纽,U+7EBD,2,eg_le_177_vo2,蛋土箱：噗噗噗纽喵！
纽,U+7EBD,2,ev_gen_no503,纽奥格隆：客气间间间萨波西
绊,U+7ECA,2,d_dung_0428#1,绊住脚，这份工作。
绊,U+7ECA,2,d_dung_0711#2,绊住可能坏大事的你们的脚，
绍,U+7ECD,2,ev_c_call9#0,塞巴斯蒂安：那么，为您介绍
绍,U+7ECD,2,ev_gen_no540#2,秀基：那就，自我介绍！
绑,U+7ED1,2,menu_dic_eg_cl_nalt#1,说曾经被那宇宙的小池星人绑走过，还反击了，
绑,U+7ED1,2,eg_ev_jjdv_d#1,都绑不住运动服恶魔！
绪,U+7EEA,2,ev_gho_prepre07#1,也毫无头绪的家伙啊。
绪,U+7EEA,2,eg_bo_haru_ms31#0,春子：春子的情绪一下子拉满，气势猛地抬起
绳,U+7EF3,2,ev_solo_settlement20#0,安：下个月得稍微勒紧钱包绳子
绳,U+7EF3,2,ev_solo_settlement20a#0,安：下个月得稍微勒紧钱包绳子
缓,U+7F13,2,menu_dic_eg_du_slow#1,用颠覆马之常识的缓慢攻击讨人！
缓,U+7F13,2,eg_tg_flya_ms25#0,欧米茄飞手：欧米茄飞手的缓慢弹。
罩,U+7F69,2,ev_plo_test#13,从笼罩三维世界的危机里承受大伤
罩,U+7F69,2,general_112_w,啊，胸罩歪了！
翔,U+7FD4,2,d_dung_0027#1,以后要在那片天空里自由飞翔！
翔,U+7FD4,2,d_dung_0759#2,带着在天空自由飞翔的珠，最强的怪物！
翩,U+7FE9,2,f_mon_29,梅尔克里：气高清雅、翩然降临之姬，与持蛋者相类
翩,U+7FE9,2,f_mon_34#0,梅尔克里：气高清雅、翩然降临之姬，与持蛋者相类
耸,U+8038,2,menu_dic_eg_du_wall#1,天分泌肾上腺素，硬邦邦地耸立！
耸,U+8038,2,eg_du_wall_ms31#1,硬邦邦地耸立起来。。
肽,U+80BD,2,eg_pw_bari_ms1#1,内啡肽分泌了，攻击上升了。。
肽,U+80BD,2,eg_pw_bari_ms12#1,内啡肽分泌了，攻击上升了。。
肾,U+80BE,2,menu_dic_eg_du_wall#1,每天分泌肾上腺素，硬邦邦地耸立！
肾,U+80BE,2,eg_du_wall_ms31#0,墙人：分泌肾上腺素
肿,U+80BF,2,eg_pk_meds_ms1,美杜莎的脸蛋肿起来了。
肿,U+80BF,2,eg_pk_meds_ms11,美杜莎的脸蛋肿起来了。
脉,U+8109,2,ev_fri_st05#0,梅尔克里：感觉不到大地的脉动！
脉,U+8109,2,eg_ms_eggb_vo3#0,艾格宝宝：血脉之中啾1800的力量，祈
腺,U+817A,2,menu_dic_eg_du_wall#1,每天分泌肾上腺素，硬邦邦地耸立！
腺,U+817A,2,eg_du_wall_ms31#0,墙人：分泌肾上腺素
膊,U+818A,2,eg_ev_zomb_vo1#1,胳膊！
膊,U+818A,2,eg_ev_zomb_vo12,僵尸：胳膊！
膏,U+818F,2,eg_pk_ripn_vo2,唇骑士：哈，红唇膏才是战场力哦
膏,U+818F,2,dg_common_tekken44,勇：睫毛膏
膜,U+819C,2,ev_end_pre19#1,里脊和特上牛小排和上横膈膜，还有
膜,U+819C,2,ev_solo_atashi46#1,读面膜和蜂王浆按摩
芝,U+829D,2,eg_we_cali_at1,芝麻
芝,U+829D,2,eg_we_cali_d,州卷：正在拼命捡掉下来的芝麻！
芽,U+82BD,2,dg_common_tekken30,勇：豆芽中华还
芽,U+82BD,2,dg_common_tekken31,勇：豆芽种吗？
苍,U+82CD,2,menu_dic_eg_ms_drgf#1,进而连苍蝇也忘了，自以为是鯱鉾！
苍,U+82CD,2,eg_du_belz_d#1,苍蝇和蛆虫在哄着！
苔,U+82D4,2,eg_du_hagu_d,走散章鱼小孩：体上的赤海苔也飞进去了。
苔,U+82D4,2,ev_gen_no507,抹茶海苔：经常停在飞行棋那种回到
荆,U+8346,2,menu_mission_mon04b#0,攻陷从荆棘中出现的
荆,U+8346,2,eg_we_pppm_at1,荆棘鞭
荷,U+8377,2,menu_mission_fri05#1,负荷，
荷,U+8377,2,f_fri_50#1,过剩的负荷导致短路了。
莓,U+8393,2,ev_solo_egg15#1,草莓短蛋糕和明逃布丁和千层和
莓,U+8393,2,eg_bo_yonda01_05,草莓白皮书哪怕再一次 连海也
莽,U+83BD,2,gameover_all21#1,不可鲁莽。
莽,U+83BD,2,ev_colosseum97#0,女主播：以鲁莽为傲的小池星人做出的
菌,U+83CC,2,ev_thu_cl20#1,某位科学者用生物技术把细菌兵器
菌,U+83CC,2,ev_thu_cl41#2,细菌兵器的开发者！
菠,U+83E0,2,f_sun_33#1,就像钻进鼻子里的菠萝一样
菠,U+83E0,2,general_11_w#1,话说，这不是菠萝吗？
葬,U+846C,2,eg_ms_170_ms3,之三：这种程度都能轻易埋葬，是相当强大的武器。
葬,U+846C,2,eg_ms_eggb_w#1,又埋葬了一个啾——。。
葱,U+8471,2,ev_solo_atashi11#0,卡特莉·伊奈：洋葱呛到眼睛也没关系呀
葱,U+8471,2,ev_solo_inu25#0,卡特莉·伊努：葱，然后是什么来着？
蔷,U+8537,2,planet_01_help#1,蔷薇之金所协的星
蔷,U+8537,2,general_18_w,这胜利，献给蔷薇与古改间。
薄,U+8584,2,menu_trump025#0,用薄片力量
薄,U+8584,2,trump_gekiryu_ms,用薄片力量敲起了风。
薇,U+8587,2,planet_01_help#1,蔷薇之金所协的星
薇,U+8587,2,general_18_w,这胜利，献给蔷薇与古改间。
藤,U+85E4,2,ev_colosseum30#1,先生，把佐藤先生地狱
藤,U+85E4,2,ev_gen_no541#0,伊藤贤：浪漫沙加 吟游诗人之
蚓,U+8693,2,d_dung_0429#1,蚯蚓！
蚓,U+8693,2,d_dung_0433#0,人：你们快死的时候也吃蚯蚓吧！
蚯,U+86AF,2,d_dung_0429#1,蚯蚓！
蚯,U+86AF,2,d_dung_0433#0,的人：你们快死的时候也吃蚯蚓吧！
蜇,U+8707,2,ev_solo_settlement18#0,塞巴斯蒂安：哭丧着脸还挨蜇，不过
蜇,U+8707,2,ev_solo_settlement18a#0,塞巴斯蒂安：哭丧着脸还挨蜇，不过
